category,policy_slug,label,user_value_pkr,policy_premium_monthly_pkr,policy_feature_count,policy_deductible_pkr,premium_to_value_ratio,city_region,property_type,occupancy,vehicle_type,coverage_type,coverage_goal,age_band,pet_type,vaccination_status
home,hbl-home-essential,0,8693039.0,3800,3,22000,0.004983,punjab,Apartment,Vacant / under construction,,,,,,
home,hbl-home-guard,0,8693039.0,5600,3,32000,0.007344,punjab,Apartment,Vacant / under construction,,,,,,
home,allianz-home-shield,0,8693039.0,5400,3,34000,0.007082,punjab,Apartment,Vacant / under construction,,,,,,
home,allianz-home-elite,0,8693039.0,9200,3,48000,0.012065,punjab,Apartment,Vacant / under construction,,,,,,
home,efu-home-plus,0,8693039.0,4600,3,28000,0.006032,punjab,Apartment,Vacant / under construction,,,,,,
home,efu-home-premium,0,8693039.0,8500,3,42000,0.011147,punjab,Apartment,Vacant / under construction,,,,,,
home,igi-home-basic,0,8693039.0,3200,3,20000,0.004196,punjab,Apartment,Vacant / under construction,,,,,,
home,igi-home-comprehensive,0,8693039.0,5900,3,33000,0.007737,punjab,Apartment,Vacant / under construction,,,,,,
home,tpl-home-essential,1,24896498.0,3500,5,25000,0.001603,punjab,Independent house,Rented out,,,,,,
home,jubilee-home-shield,0,24896498.0,5200,3,35000,0.002381,punjab,Independent house,Rented out,,,,,,
home,adamjee-home-plus,0,24896498.0,4800,3,30000,0.002198,punjab,Independent house,Rented out,,,,,,
home,jubilee-home-elite,0,24896498.0,9800,6,45000,0.004487,punjab,Independent house,Rented out,,,,,,
home,hbl-home-essential,0,24896498.0,3800,3,22000,0.00174,punjab,Independent house,Rented out,,,,,,
home,hbl-home-guard,0,24896498.0,5600,3,32000,0.002564,punjab,Independent house,Rented out,,,,,,
home,allianz-home-shield,0,24896498.0,5400,3,34000,0.002473,punjab,Independent house,Rented out,,,,,,
home,allianz-home-elite,0,24896498.0,9200,3,48000,0.004213,punjab,Independent house,Rented out,,,,,,
home,efu-home-plus,0,24896498.0,4600,3,28000,0.002106,punjab,Independent house,Rented out,,,,,,
home,efu-home-premium,0,24896498.0,8500,3,42000,0.003892,punjab,Independent house,Rented out,,,,,,
home,igi-home-basic,0,24896498.0,3200,3,20000,0.001465,punjab,Independent house,Rented out,,,,,,
home,igi-home-comprehensive,0,24896498.0,5900,3,33000,0.002702,punjab,Independent house,Rented out,,,,,,
home,tpl-home-essential,1,21022511.0,3500,5,25000,0.001898,punjab,Commercial unit,Vacant / under construction,,,,,,
home,jubilee-home-shield,0,21022511.0,5200,3,35000,0.00282,punjab,Commercial unit,Vacant / under construction,,,,,,
home,adamjee-home-plus,0,21022511.0,4800,3,30000,0.002603,punjab,Commercial unit,Vacant / under construction,,,,,,
home,jubilee-home-elite,0,21022511.0,9800,6,45000,0.005314,punjab,Commercial unit,Vacant / under construction,,,,,,
home,hbl-home-essential,0,21022511.0,3800,3,22000,0.002061,punjab,Commercial unit,Vacant / under construction,,,,,,
home,hbl-home-guard,0,21022511.0,5600,3,32000,0.003037,punjab,Commercial unit,Vacant / under construction,,,,,,
home,allianz-home-shield,0,21022511.0,5400,3,34000,0.002928,punjab,Commercial unit,Vacant / under construction,,,,,,
home,allianz-home-elite,0,21022511.0,9200,3,48000,0.004989,punjab,Commercial unit,Vacant / under construction,,,,,,
home,efu-home-plus,0,21022511.0,4600,3,28000,0.002494,punjab,Commercial unit,Vacant / under construction,,,,,,
home,efu-home-premium,0,21022511.0,8500,3,42000,0.004609,punjab,Commercial unit,Vacant / under construction,,,,,,
home,igi-home-basic,0,21022511.0,3200,3,20000,0.001735,punjab,Commercial unit,Vacant / under construction,,,,,,
home,igi-home-comprehensive,0,21022511.0,5900,3,33000,0.003199,punjab,Commercial unit,Vacant / under construction,,,,,,
home,tpl-home-essential,0,15509777.0,3500,5,25000,0.002573,islamabad,Apartment,Rented out,,,,,,
home,jubilee-home-shield,0,15509777.0,5200,3,35000,0.003822,islamabad,Apartment,Rented out,,,,,,
home,adamjee-home-plus,0,15509777.0,4800,3,30000,0.003528,islamabad,Apartment,Rented out,,,,,,
home,jubilee-home-elite,0,15509777.0,9800,6,45000,0.007203,islamabad,Apartment,Rented out,,,,,,
home,hbl-home-essential,0,15509777.0,3800,3,22000,0.002793,islamabad,Apartment,Rented out,,,,,,
home,hbl-home-guard,0,15509777.0,5600,3,32000,0.004116,islamabad,Apartment,Rented out,,,,,,
home,allianz-home-shield,0,15509777.0,5400,3,34000,0.003969,islamabad,Apartment,Rented out,,,,,,
home,allianz-home-elite,0,15509777.0,9200,3,48000,0.006762,islamabad,Apartment,Rented out,,,,,,
home,efu-home-plus,0,15509777.0,4600,3,28000,0.003381,islamabad,Apartment,Rented out,,,,,,
home,efu-home-premium,0,15509777.0,8500,3,42000,0.006248,islamabad,Apartment,Rented out,,,,,,
home,igi-home-basic,1,15509777.0,3200,3,20000,0.002352,islamabad,Apartment,Rented out,,,,,,
home,igi-home-comprehensive,0,15509777.0,5900,3,33000,0.004337,islamabad,Apartment,Rented out,,,,,,
home,tpl-home-essential,1,14164536.0,3500,5,25000,0.002817,punjab,Apartment,Rented out,,,,,,
home,jubilee-home-shield,0,14164536.0,5200,3,35000,0.004185,punjab,Apartment,Rented out,,,,,,
home,adamjee-home-plus,0,14164536.0,4800,3,30000,0.003863,punjab,Apartment,Rented out,,,,,,
home,jubilee-home-elite,0,14164536.0,9800,6,45000,0.007887,punjab,Apartment,Rented out,,,,,,
home,hbl-home-essential,0,14164536.0,3800,3,22000,0.003058,punjab,Apartment,Rented out,,,,,,
home,hbl-home-guard,0,14164536.0,5600,3,32000,0.004507,punjab,Apartment,Rented out,,,,,,
home,allianz-home-shield,0,14164536.0,5400,3,34000,0.004346,punjab,Apartment,Rented out,,,,,,
home,allianz-home-elite,0,14164536.0,9200,3,48000,0.007404,punjab,Apartment,Rented out,,,,,,
home,efu-home-plus,0,14164536.0,4600,3,28000,0.003702,punjab,Apartment,Rented out,,,,,,
home,efu-home-premium,0,14164536.0,8500,3,42000,0.006841,punjab,Apartment,Rented out,,,,,,
home,igi-home-basic,0,14164536.0,3200,3,20000,0.002575,punjab,Apartment,Rented out,,,,,,
home,igi-home-comprehensive,0,14164536.0,5900,3,33000,0.004748,punjab,Apartment,Rented out,,,,,,
home,tpl-home-essential,1,8646458.0,3500,5,25000,0.004615,kpk,Apartment,Rented out,,,,,,
home,jubilee-home-shield,0,8646458.0,5200,3,35000,0.006856,kpk,Apartment,Rented out,,,,,,
home,adamjee-home-plus,0,8646458.0,4800,3,30000,0.006329,kpk,Apartment,Rented out,,,,,,
home,jubilee-home-elite,0,8646458.0,9800,6,45000,0.012921,kpk,Apartment,Rented out,,,,,,
home,hbl-home-essential,0,8646458.0,3800,3,22000,0.00501,kpk,Apartment,Rented out,,,,,,
home,hbl-home-guard,0,8646458.0,5600,3,32000,0.007383,kpk,Apartment,Rented out,,,,,,
home,allianz-home-shield,0,8646458.0,5400,3,34000,0.00712,kpk,Apartment,Rented out,,,,,,
home,allianz-home-elite,0,8646458.0,9200,3,48000,0.01213,kpk,Apartment,Rented out,,,,,,
home,efu-home-plus,0,8646458.0,4600,3,28000,0.006065,kpk,Apartment,Rented out,,,,,,
home,efu-home-premium,0,8646458.0,8500,3,42000,0.011207,kpk,Apartment,Rented out,,,,,,
home,igi-home-basic,0,8646458.0,3200,3,20000,0.004219,kpk,Apartment,Rented out,,,,,,
home,igi-home-comprehensive,0,8646458.0,5900,3,33000,0.007779,kpk,Apartment,Rented out,,,,,,
home,tpl-home-essential,1,9241828.0,3500,5,25000,0.004317,punjab,Apartment,Rented out,,,,,,
home,jubilee-home-shield,0,9241828.0,5200,3,35000,0.006414,punjab,Apartment,Rented out,,,,,,
home,adamjee-home-plus,0,9241828.0,4800,3,30000,0.005921,punjab,Apartment,Rented out,,,,,,
home,jubilee-home-elite,0,9241828.0,9800,6,45000,0.012089,punjab,Apartment,Rented out,,,,,,
home,hbl-home-essential,0,9241828.0,3800,3,22000,0.004687,punjab,Apartment,Rented out,,,,,,
home,hbl-home-guard,0,9241828.0,5600,3,32000,0.006908,punjab,Apartment,Rented out,,,,,,
home,allianz-home-shield,0,9241828.0,5400,3,34000,0.006661,punjab,Apartment,Rented out,,,,,,
home,allianz-home-elite,0,9241828.0,9200,3,48000,0.011348,punjab,Apartment,Rented out,,,,,,
home,efu-home-plus,0,9241828.0,4600,3,28000,0.005674,punjab,Apartment,Rented out,,,,,,
home,efu-home-premium,0,9241828.0,8500,3,42000,0.010485,punjab,Apartment,Rented out,,,,,,
home,igi-home-basic,0,9241828.0,3200,3,20000,0.003947,punjab,Apartment,Rented out,,,,,,
home,igi-home-comprehensive,0,9241828.0,5900,3,33000,0.007278,punjab,Apartment,Rented out,,,,,,
home,tpl-home-essential,1,21978896.0,3500,5,25000,0.001815,punjab,Independent house,Vacant / under construction,,,,,,
home,jubilee-home-shield,0,21978896.0,5200,3,35000,0.002697,punjab,Independent house,Vacant / under construction,,,,,,
home,adamjee-home-plus,0,21978896.0,4800,3,30000,0.00249,punjab,Independent house,Vacant / under construction,,,,,,
home,jubilee-home-elite,0,21978896.0,9800,6,45000,0.005083,punjab,Independent house,Vacant / under construction,,,,,,
home,hbl-home-essential,0,21978896.0,3800,3,22000,0.001971,punjab,Independent house,Vacant / under construction,,,,,,
home,hbl-home-guard,0,21978896.0,5600,3,32000,0.002905,punjab,Independent house,Vacant / under construction,,,,,,
home,allianz-home-shield,0,21978896.0,5400,3,34000,0.002801,punjab,Independent house,Vacant / under construction,,,,,,
home,allianz-home-elite,0,21978896.0,9200,3,48000,0.004772,punjab,Independent house,Vacant / under construction,,,,,,
home,efu-home-plus,0,21978896.0,4600,3,28000,0.002386,punjab,Independent house,Vacant / under construction,,,,,,
home,efu-home-premium,0,21978896.0,8500,3,42000,0.004409,punjab,Independent house,Vacant / under construction,,,,,,
home,igi-home-basic,0,21978896.0,3200,3,20000,0.00166,punjab,Independent house,Vacant / under construction,,,,,,
home,igi-home-comprehensive,0,21978896.0,5900,3,33000,0.00306,punjab,Independent house,Vacant / under construction,,,,,,
home,tpl-home-essential,0,3243600.0,3500,5,25000,0.012301,punjab,Independent house,Vacant / under construction,,,,,,
home,jubilee-home-shield,0,3243600.0,5200,3,35000,0.018276,punjab,Independent house,Vacant / under construction,,,,,,
home,adamjee-home-plus,0,3243600.0,4800,3,30000,0.01687,punjab,Independent house,Vacant / under construction,,,,,,
home,jubilee-home-elite,0,3243600.0,9800,6,45000,0.034443,punjab,Independent house,Vacant / under construction,,,,,,
home,hbl-home-essential,0,3243600.0,3800,3,22000,0.013356,punjab,Independent house,Vacant / under construction,,,,,,
home,hbl-home-guard,0,3243600.0,5600,3,32000,0.019682,punjab,Independent house,Vacant / under construction,,,,,,
home,allianz-home-shield,0,3243600.0,5400,3,34000,0.018979,punjab,Independent house,Vacant / under construction,,,,,,
home,allianz-home-elite,0,3243600.0,9200,3,48000,0.032334,punjab,Independent house,Vacant / under construction,,,,,,
home,efu-home-plus,0,3243600.0,4600,3,28000,0.016167,punjab,Independent house,Vacant / under construction,,,,,,
home,efu-home-premium,0,3243600.0,8500,3,42000,0.029874,punjab,Independent house,Vacant / under construction,,,,,,
home,igi-home-basic,1,3243600.0,3200,3,20000,0.011247,punjab,Independent house,Vacant / under construction,,,,,,
home,igi-home-comprehensive,0,3243600.0,5900,3,33000,0.020736,punjab,Independent house,Vacant / under construction,,,,,,
home,tpl-home-essential,1,4723282.0,3500,5,25000,0.008448,punjab,Independent house,Rented out,,,,,,
home,jubilee-home-shield,0,4723282.0,5200,3,35000,0.012551,punjab,Independent house,Rented out,,,,,,
home,adamjee-home-plus,0,4723282.0,4800,3,30000,0.011585,punjab,Independent house,Rented out,,,,,,
home,jubilee-home-elite,0,4723282.0,9800,6,45000,0.023653,punjab,Independent house,Rented out,,,,,,
home,hbl-home-essential,0,4723282.0,3800,3,22000,0.009172,punjab,Independent house,Rented out,,,,,,
home,hbl-home-guard,0,4723282.0,5600,3,32000,0.013516,punjab,Independent house,Rented out,,,,,,
home,allianz-home-shield,0,4723282.0,5400,3,34000,0.013033,punjab,Independent house,Rented out,,,,,,
home,allianz-home-elite,0,4723282.0,9200,3,48000,0.022205,punjab,Independent house,Rented out,,,,,,
home,efu-home-plus,0,4723282.0,4600,3,28000,0.011102,punjab,Independent house,Rented out,,,,,,
home,efu-home-premium,0,4723282.0,8500,3,42000,0.020515,punjab,Independent house,Rented out,,,,,,
home,igi-home-basic,0,4723282.0,3200,3,20000,0.007723,punjab,Independent house,Rented out,,,,,,
home,igi-home-comprehensive,0,4723282.0,5900,3,33000,0.01424,punjab,Independent house,Rented out,,,,,,
home,tpl-home-essential,0,22716200.0,3500,5,25000,0.001756,islamabad,Apartment,Owner occupied,,,,,,
home,jubilee-home-shield,0,22716200.0,5200,3,35000,0.00261,islamabad,Apartment,Owner occupied,,,,,,
home,adamjee-home-plus,0,22716200.0,4800,3,30000,0.002409,islamabad,Apartment,Owner occupied,,,,,,
home,jubilee-home-elite,0,22716200.0,9800,6,45000,0.004918,islamabad,Apartment,Owner occupied,,,,,,
home,hbl-home-essential,0,22716200.0,3800,3,22000,0.001907,islamabad,Apartment,Owner occupied,,,,,,
home,hbl-home-guard,0,22716200.0,5600,3,32000,0.00281,islamabad,Apartment,Owner occupied,,,,,,
home,allianz-home-shield,0,22716200.0,5400,3,34000,0.00271,islamabad,Apartment,Owner occupied,,,,,,
home,allianz-home-elite,0,22716200.0,9200,3,48000,0.004617,islamabad,Apartment,Owner occupied,,,,,,
home,efu-home-plus,0,22716200.0,4600,3,28000,0.002308,islamabad,Apartment,Owner occupied,,,,,,
home,efu-home-premium,0,22716200.0,8500,3,42000,0.004266,islamabad,Apartment,Owner occupied,,,,,,
home,igi-home-basic,1,22716200.0,3200,3,20000,0.001606,islamabad,Apartment,Owner occupied,,,,,,
home,igi-home-comprehensive,0,22716200.0,5900,3,33000,0.002961,islamabad,Apartment,Owner occupied,,,,,,
home,tpl-home-essential,1,15600627.0,3500,5,25000,0.002558,kpk,Villa,Owner occupied,,,,,,
home,jubilee-home-shield,0,15600627.0,5200,3,35000,0.0038,kpk,Villa,Owner occupied,,,,,,
home,adamjee-home-plus,0,15600627.0,4800,3,30000,0.003508,kpk,Villa,Owner occupied,,,,,,
home,jubilee-home-elite,0,15600627.0,9800,6,45000,0.007161,kpk,Villa,Owner occupied,,,,,,
home,hbl-home-essential,0,15600627.0,3800,3,22000,0.002777,kpk,Villa,Owner occupied,,,,,,
home,hbl-home-guard,0,15600627.0,5600,3,32000,0.004092,kpk,Villa,Owner occupied,,,,,,
home,allianz-home-shield,0,15600627.0,5400,3,34000,0.003946,kpk,Villa,Owner occupied,,,,,,
home,allianz-home-elite,0,15600627.0,9200,3,48000,0.006723,kpk,Villa,Owner occupied,,,,,,
home,efu-home-plus,0,15600627.0,4600,3,28000,0.003361,kpk,Villa,Owner occupied,,,,,,
home,efu-home-premium,0,15600627.0,8500,3,42000,0.006211,kpk,Villa,Owner occupied,,,,,,
home,igi-home-basic,0,15600627.0,3200,3,20000,0.002338,kpk,Villa,Owner occupied,,,,,,
home,igi-home-comprehensive,0,15600627.0,5900,3,33000,0.004311,kpk,Villa,Owner occupied,,,,,,
home,tpl-home-essential,1,16863699.0,3500,5,25000,0.002366,punjab,Apartment,Vacant / under construction,,,,,,
home,jubilee-home-shield,0,16863699.0,5200,3,35000,0.003515,punjab,Apartment,Vacant / under construction,,,,,,
home,adamjee-home-plus,0,16863699.0,4800,3,30000,0.003245,punjab,Apartment,Vacant / under construction,,,,,,
home,jubilee-home-elite,0,16863699.0,9800,6,45000,0.006625,punjab,Apartment,Vacant / under construction,,,,,,
home,hbl-home-essential,0,16863699.0,3800,3,22000,0.002569,punjab,Apartment,Vacant / under construction,,,,,,
home,hbl-home-guard,0,16863699.0,5600,3,32000,0.003786,punjab,Apartment,Vacant / under construction,,,,,,
home,allianz-home-shield,0,16863699.0,5400,3,34000,0.00365,punjab,Apartment,Vacant / under construction,,,,,,
home,allianz-home-elite,0,16863699.0,9200,3,48000,0.006219,punjab,Apartment,Vacant / under construction,,,,,,
home,efu-home-plus,0,16863699.0,4600,3,28000,0.00311,punjab,Apartment,Vacant / under construction,,,,,,
home,efu-home-premium,0,16863699.0,8500,3,42000,0.005746,punjab,Apartment,Vacant / under construction,,,,,,
home,igi-home-basic,0,16863699.0,3200,3,20000,0.002163,punjab,Apartment,Vacant / under construction,,,,,,
home,igi-home-comprehensive,0,16863699.0,5900,3,33000,0.003988,punjab,Apartment,Vacant / under construction,,,,,,
home,tpl-home-essential,1,17976720.0,3500,5,25000,0.00222,islamabad,Commercial unit,Owner occupied,,,,,,
home,jubilee-home-shield,0,17976720.0,5200,3,35000,0.003298,islamabad,Commercial unit,Owner occupied,,,,,,
home,adamjee-home-plus,0,17976720.0,4800,3,30000,0.003044,islamabad,Commercial unit,Owner occupied,,,,,,
home,jubilee-home-elite,0,17976720.0,9800,6,45000,0.006215,islamabad,Commercial unit,Owner occupied,,,,,,
home,hbl-home-essential,0,17976720.0,3800,3,22000,0.00241,islamabad,Commercial unit,Owner occupied,,,,,,
home,hbl-home-guard,0,17976720.0,5600,3,32000,0.003551,islamabad,Commercial unit,Owner occupied,,,,,,
home,allianz-home-shield,0,17976720.0,5400,3,34000,0.003424,islamabad,Commercial unit,Owner occupied,,,,,,
home,allianz-home-elite,0,17976720.0,9200,3,48000,0.005834,islamabad,Commercial unit,Owner occupied,,,,,,
home,efu-home-plus,0,17976720.0,4600,3,28000,0.002917,islamabad,Commercial unit,Owner occupied,,,,,,
home,efu-home-premium,0,17976720.0,8500,3,42000,0.00539,islamabad,Commercial unit,Owner occupied,,,,,,
home,igi-home-basic,0,17976720.0,3200,3,20000,0.002029,islamabad,Commercial unit,Owner occupied,,,,,,
home,igi-home-comprehensive,0,17976720.0,5900,3,33000,0.003742,islamabad,Commercial unit,Owner occupied,,,,,,
home,tpl-home-essential,1,7047929.0,3500,5,25000,0.005661,kpk,Independent house,Vacant / under construction,,,,,,
home,jubilee-home-shield,0,7047929.0,5200,3,35000,0.008411,kpk,Independent house,Vacant / under construction,,,,,,
home,adamjee-home-plus,0,7047929.0,4800,3,30000,0.007764,kpk,Independent house,Vacant / under construction,,,,,,
home,jubilee-home-elite,0,7047929.0,9800,6,45000,0.015851,kpk,Independent house,Vacant / under construction,,,,,,
home,hbl-home-essential,0,7047929.0,3800,3,22000,0.006146,kpk,Independent house,Vacant / under construction,,,,,,
home,hbl-home-guard,0,7047929.0,5600,3,32000,0.009058,kpk,Independent house,Vacant / under construction,,,,,,
home,allianz-home-shield,0,7047929.0,5400,3,34000,0.008734,kpk,Independent house,Vacant / under construction,,,,,,
home,allianz-home-elite,0,7047929.0,9200,3,48000,0.014881,kpk,Independent house,Vacant / under construction,,,,,,
home,efu-home-plus,0,7047929.0,4600,3,28000,0.00744,kpk,Independent house,Vacant / under construction,,,,,,
home,efu-home-premium,0,7047929.0,8500,3,42000,0.013749,kpk,Independent house,Vacant / under construction,,,,,,
home,igi-home-basic,0,7047929.0,3200,3,20000,0.005176,kpk,Independent house,Vacant / under construction,,,,,,
home,igi-home-comprehensive,0,7047929.0,5900,3,33000,0.009543,kpk,Independent house,Vacant / under construction,,,,,,
home,tpl-home-essential,0,5983406.0,3500,5,25000,0.006668,sindh,Commercial unit,Owner occupied,,,,,,
home,jubilee-home-shield,0,5983406.0,5200,3,35000,0.009907,sindh,Commercial unit,Owner occupied,,,,,,
home,adamjee-home-plus,0,5983406.0,4800,3,30000,0.009145,sindh,Commercial unit,Owner occupied,,,,,,
home,jubilee-home-elite,0,5983406.0,9800,6,45000,0.018672,sindh,Commercial unit,Owner occupied,,,,,,
home,hbl-home-essential,0,5983406.0,3800,3,22000,0.00724,sindh,Commercial unit,Owner occupied,,,,,,
home,hbl-home-guard,0,5983406.0,5600,3,32000,0.01067,sindh,Commercial unit,Owner occupied,,,,,,
home,allianz-home-shield,0,5983406.0,5400,3,34000,0.010288,sindh,Commercial unit,Owner occupied,,,,,,
home,allianz-home-elite,0,5983406.0,9200,3,48000,0.017528,sindh,Commercial unit,Owner occupied,,,,,,
home,efu-home-plus,0,5983406.0,4600,3,28000,0.008764,sindh,Commercial unit,Owner occupied,,,,,,
home,efu-home-premium,0,5983406.0,8500,3,42000,0.016195,sindh,Commercial unit,Owner occupied,,,,,,
home,igi-home-basic,1,5983406.0,3200,3,20000,0.006097,sindh,Commercial unit,Owner occupied,,,,,,
home,igi-home-comprehensive,0,5983406.0,5900,3,33000,0.011241,sindh,Commercial unit,Owner occupied,,,,,,
home,tpl-home-essential,1,6882553.0,3500,5,25000,0.005797,punjab,Independent house,Owner occupied,,,,,,
home,jubilee-home-shield,0,6882553.0,5200,3,35000,0.008613,punjab,Independent house,Owner occupied,,,,,,
home,adamjee-home-plus,0,6882553.0,4800,3,30000,0.007951,punjab,Independent house,Owner occupied,,,,,,
home,jubilee-home-elite,0,6882553.0,9800,6,45000,0.016232,punjab,Independent house,Owner occupied,,,,,,
home,hbl-home-essential,0,6882553.0,3800,3,22000,0.006294,punjab,Independent house,Owner occupied,,,,,,
home,hbl-home-guard,0,6882553.0,5600,3,32000,0.009276,punjab,Independent house,Owner occupied,,,,,,
home,allianz-home-shield,0,6882553.0,5400,3,34000,0.008944,punjab,Independent house,Owner occupied,,,,,,
home,allianz-home-elite,0,6882553.0,9200,3,48000,0.015239,punjab,Independent house,Owner occupied,,,,,,
home,efu-home-plus,0,6882553.0,4600,3,28000,0.007619,punjab,Independent house,Owner occupied,,,,,,
home,efu-home-premium,0,6882553.0,8500,3,42000,0.014079,punjab,Independent house,Owner occupied,,,,,,
home,igi-home-basic,0,6882553.0,3200,3,20000,0.0053,punjab,Independent house,Owner occupied,,,,,,
home,igi-home-comprehensive,0,6882553.0,5900,3,33000,0.009773,punjab,Independent house,Owner occupied,,,,,,
home,tpl-home-essential,0,10643576.0,3500,5,25000,0.003749,punjab,Villa,Rented out,,,,,,
home,jubilee-home-shield,0,10643576.0,5200,3,35000,0.00557,punjab,Villa,Rented out,,,,,,
home,adamjee-home-plus,0,10643576.0,4800,3,30000,0.005141,punjab,Villa,Rented out,,,,,,
home,jubilee-home-elite,0,10643576.0,9800,6,45000,0.010496,punjab,Villa,Rented out,,,,,,
home,hbl-home-essential,0,10643576.0,3800,3,22000,0.00407,punjab,Villa,Rented out,,,,,,
home,hbl-home-guard,0,10643576.0,5600,3,32000,0.005998,punjab,Villa,Rented out,,,,,,
home,allianz-home-shield,0,10643576.0,5400,3,34000,0.005784,punjab,Villa,Rented out,,,,,,
home,allianz-home-elite,0,10643576.0,9200,3,48000,0.009854,punjab,Villa,Rented out,,,,,,
home,efu-home-plus,0,10643576.0,4600,3,28000,0.004927,punjab,Villa,Rented out,,,,,,
home,efu-home-premium,0,10643576.0,8500,3,42000,0.009104,punjab,Villa,Rented out,,,,,,
home,igi-home-basic,1,10643576.0,3200,3,20000,0.003427,punjab,Villa,Rented out,,,,,,
home,igi-home-comprehensive,0,10643576.0,5900,3,33000,0.006319,punjab,Villa,Rented out,,,,,,
home,tpl-home-essential,1,18818583.0,3500,5,25000,0.00212,sindh,Villa,Owner occupied,,,,,,
home,jubilee-home-shield,0,18818583.0,5200,3,35000,0.00315,sindh,Villa,Owner occupied,,,,,,
home,adamjee-home-plus,0,18818583.0,4800,3,30000,0.002908,sindh,Villa,Owner occupied,,,,,,
home,jubilee-home-elite,0,18818583.0,9800,6,45000,0.005937,sindh,Villa,Owner occupied,,,,,,
home,hbl-home-essential,0,18818583.0,3800,3,22000,0.002302,sindh,Villa,Owner occupied,,,,,,
home,hbl-home-guard,0,18818583.0,5600,3,32000,0.003392,sindh,Villa,Owner occupied,,,,,,
home,allianz-home-shield,0,18818583.0,5400,3,34000,0.003271,sindh,Villa,Owner occupied,,,,,,
home,allianz-home-elite,0,18818583.0,9200,3,48000,0.005573,sindh,Villa,Owner occupied,,,,,,
home,efu-home-plus,0,18818583.0,4600,3,28000,0.002787,sindh,Villa,Owner occupied,,,,,,
home,efu-home-premium,0,18818583.0,8500,3,42000,0.005149,sindh,Villa,Owner occupied,,,,,,
home,igi-home-basic,0,18818583.0,3200,3,20000,0.001939,sindh,Villa,Owner occupied,,,,,,
home,igi-home-comprehensive,0,18818583.0,5900,3,33000,0.003574,sindh,Villa,Owner occupied,,,,,,
home,tpl-home-essential,1,14649157.0,3500,5,25000,0.002724,punjab,Apartment,Rented out,,,,,,
